student_id,paper_id,subject,knowledge_point,is_mastered,judge_time
S057,4QJRWEgazoLY6kDf,语文,字词释义,已掌握,2025-09-09 19:55:00
S060,4QJRWEgazoLY6kDf,语文,文言文翻译,已掌握,2025-09-21 19:24:36
S060,4QJRWEgazoLY6kDf,语文,字词释义,未掌握,2025-09-21 19:24:36
S060,4QJRWEgazoLY6kDf,语文,记叙文阅读理解,已掌握,2025-09-21 19:24:36
S057,4QJRWMr66Q1H1hlw,数学,根据集合中元素的个数求参数,已掌握,2025-09-05 21:13:28
S057,4QJRWMr66Q1H1hlw,数学,根据集合相等关系进行计算,已掌握,2025-09-05 21:13:28
S057,4QJRWMr66Q1H1hlw,数学,判断元素能否构成集合,已掌握,2025-09-05 21:13:28
S057,4QJRWMr66Q1H1hlw,数学,判断是否为同一集合,已掌握,2025-09-05 21:13:28
S057,4QJRWMr66Q1H1hlw,数学,根据元素与集合的关系求参数,已掌握,2025-09-05 21:13:28
S057,4QJRWMr66Q1H1hlw,数学,常用数集或数集关系应用,已掌握,2025-09-05 21:13:28
S057,4QJRWMr66Q1H1hlw,数学,利用集合元素的互异性求参数,已掌握,2025-09-05 21:13:28
S057,4QJRWMr66Q1H1hlw,数学,利用集合中元素的性质求集合元素个数,未掌握,2025-09-05 21:13:28
S057,4QJRWMr66Q1H1hlw,数学,集合元素互异性的应用,已掌握,2025-09-05 21:13:28
S057,4QJRWMr66Q1H1hlw,数学,判断元素与集合的关系,已掌握,2025-09-05 21:13:28
S058,4QJRWMr66Q1H1hlw,数学,根据集合中元素的个数求参数,已掌握,2025-09-10 12:05:05
S058,4QJRWMr66Q1H1hlw,数学,根据集合相等关系进行计算,已掌握,2025-09-10 12:05:05
S058,4QJRWMr66Q1H1hlw,数学,判断元素能否构成集合,已掌握,2025-09-10 12:05:05
S058,4QJRWMr66Q1H1hlw,数学,判断是否为同一集合,已掌握,2025-09-10 12:05:05
S058,4QJRWMr66Q1H1hlw,数学,根据元素与集合的关系求参数,已掌握,2025-09-10 12:05:05
S058,4QJRWMr66Q1H1hlw,数学,常用数集或数集关系应用,已掌握,2025-09-10 12:05:05
S058,4QJRWMr66Q1H1hlw,数学,利用集合元素的互异性求参数,已掌握,2025-09-10 12:05:05
S058,4QJRWMr66Q1H1hlw,数学,利用集合中元素的性质求集合元素个数,已掌握,2025-09-10 12:05:05
S058,4QJRWMr66Q1H1hlw,数学,集合元素互异性的应用,已掌握,2025-09-10 12:05:05
S058,4QJRWMr66Q1H1hlw,数学,判断元素与集合的关系,已掌握,2025-09-10 12:05:05
S060,4QJRWMr66Q1H1hlw,数学,根据集合中元素的个数求参数,已掌握,2025-09-07 13:25:40
S060,4QJRWMr66Q1H1hlw,数学,根据集合相等关系进行计算,已掌握,2025-09-07 13:25:40
S060,4QJRWMr66Q1H1hlw,数学,判断元素能否构成集合,已掌握,2025-09-07 13:25:40
S060,4QJRWMr66Q1H1hlw,数学,判断是否为同一集合,已掌握,2025-09-07 13:25:40
S060,4QJRWMr66Q1H1hlw,数学,根据元素与集合的关系求参数,已掌握,2025-09-07 13:25:40
S060,4QJRWMr66Q1H1hlw,数学,常用数集或数集关系应用,已掌握,2025-09-07 13:25:40
S060,4QJRWMr66Q1H1hlw,数学,利用集合元素的互异性求参数,已掌握,2025-09-07 13:25:40
S060,4QJRWMr66Q1H1hlw,数学,利用集合中元素的性质求集合元素个数,已掌握,2025-09-07 13:25:40
S060,4QJRWMr66Q1H1hlw,数学,集合元素互异性的应用,已掌握,2025-09-07 13:25:40
S060,4QJRWMr66Q1H1hlw,数学,判断元素与集合的关系,已掌握,2025-09-07 13:25:40
S057,4QJRWEg0wdaiPol3,英语,阅读理解技巧,已掌握,2025-09-17 17:27:47
S058,4QJRWEg0wdaiPol3,英语,there be句型,已掌握,2025-09-14 18:08:17
S060,4QJRWEg0wdaiPol3,英语,一般现在时,已掌握,2025-09-16 21:28:40
S058,4QJRWEfVYygoV1br,物理,已知物体运动情况判断参考系,已掌握,2025-09-05 08:56:17
S058,4QJRWEfVYygoV1br,物理,质点,已掌握,2025-09-05 08:56:17
S058,4QJRWEfVYygoV1br,物理,同一运动在不同参考系中的描述,已掌握,2025-09-05 08:56:17
S058,4QJRWEfVYygoV1br,物理,机械运动,未掌握,2025-09-05 08:56:17
S058,4QJRWEfVYygoV1br,物理,已知参考系判断物体运动情况,已掌握,2025-09-05 08:56:17
S059,4QJRWEfVYygoV1br,物理,已知物体运动情况判断参考系,已掌握,2025-09-07 09:32:59
S059,4QJRWEfVYygoV1br,物理,质点,已掌握,2025-09-07 09:32:59
S059,4QJRWEfVYygoV1br,物理,同一运动在不同参考系中的描述,已掌握,2025-09-07 09:32:59
S059,4QJRWEfVYygoV1br,物理,机械运动,已掌握,2025-09-07 09:32:59
S059,4QJRWEfVYygoV1br,物理,已知参考系判断物体运动情况,已掌握,2025-09-07 09:32:59
S060,4QJRWEfVYygoV1br,物理,已知物体运动情况判断参考系,已掌握,2025-09-17 17:12:49
S060,4QJRWEfVYygoV1br,物理,质点,已掌握,2025-09-17 17:12:49
S060,4QJRWEfVYygoV1br,物理,同一运动在不同参考系中的描述,已掌握,2025-09-17 17:12:49
S060,4QJRWEfVYygoV1br,物理,机械运动,已掌握,2025-09-17 17:12:49
S060,4QJRWEfVYygoV1br,物理,已知参考系判断物体运动情况,已掌握,2025-09-17 17:12:49
S058,HChMkIl6NfBXY0JkO8QW,化学,酸碱盐性质,已掌握,2025-09-05 08:56:18
S058,HChMkIl6NfBXY0JkO8QW,化学,化学方程式配平,已掌握,2025-09-05 08:56:18
S059,HChMkIl6NfBXY0JkO8QW,化学,酸碱盐性质,已掌握,2025-09-30 08:32:26
S059,HChMkIl6NfBXY0JkO8QW,化学,化学方程式配平,已掌握,2025-09-30 08:32:26
S057,4QJRWEfZcQIv80V4,生物,内环境是外界与细胞进行物质交换的媒介,已掌握,2025-09-02 11:52:45
S057,4QJRWEfZcQIv80V4,生物,内环境的组成及成分,未掌握,2025-09-02 11:52:45
S057,4QJRWEfZcQIv80V4,生物,内环境的理化性质,已掌握,2025-09-02 11:52:45
S058,4QJRWEfZcQIv80V4,生物,内环境是外界与细胞进行物质交换的媒介,已掌握,2025-09-04 20:44:53
S058,4QJRWEfZcQIv80V4,生物,内环境的组成及成分,已掌握,2025-09-04 20:44:53
S058,4QJRWEfZcQIv80V4,生物,内环境的理化性质,已掌握,2025-09-04 20:44:53
S059,4QJRWEfZcQIv80V4,生物,内环境是外界与细胞进行物质交换的媒介,已掌握,2025-09-08 16:18:31
S059,4QJRWEfZcQIv80V4,生物,内环境的组成及成分,已掌握,2025-09-08 16:18:31
S059,4QJRWEfZcQIv80V4,生物,内环境的理化性质,已掌握,2025-09-08 16:18:31
S058,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,已掌握,2025-09-23 10:03:59
S058,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-23 10:03:59
S058,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,已掌握,2025-09-23 10:03:59
S058,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-23 10:03:59
S059,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,未掌握,2025-09-24 08:18:11
S059,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-24 08:18:11
S059,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,已掌握,2025-09-24 08:18:11
S059,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-24 08:18:11
S057,4QJRWMr6qRVQYnh7,地理,气候类型,已掌握,2025-09-04 20:57:18
S058,4QJRWMr6qRVQYnh7,地理,气候类型,已掌握,2025-09-24 16:23:08
S060,4QJRWMr6qRVQYnh7,地理,中国地形特征,已掌握,2025-09-30 14:17:41
S060,4QJRWMr6qRVQYnh7,地理,气候类型,已掌握,2025-09-30 14:17:41
S062,57526610,数学,合并同类项,已掌握,2025-09-15 09:15:53
S063,57526610,数学,有理数的运算,已掌握,2025-09-14 08:21:11
S063,57526610,数学,合并同类项,已掌握,2025-09-14 08:21:11
S063,52530263,语文,诗词鉴赏手法,已掌握,2025-09-10 19:00:03
S063,52530263,语文,记叙文阅读理解,已掌握,2025-09-10 19:00:03
S063,52530263,语文,文言文翻译,已掌握,2025-09-10 19:00:03
S064,52530263,语文,字词释义,已掌握,2025-09-09 08:21:14
S064,52530263,语文,记叙文阅读理解,已掌握,2025-09-09 08:21:14
S061,57792444,英语,一般现在时,已掌握,2025-09-15 12:14:51
S061,57792444,英语,词汇辨析,已掌握,2025-09-15 12:14:51
S062,57792444,英语,阅读理解技巧,已掌握,2025-09-15 21:17:59
S062,57792444,英语,there be句型,已掌握,2025-09-15 21:17:59
S062,57792444,英语,词汇辨析,已掌握,2025-09-15 21:17:59
S062,57792444,英语,一般现在时,已掌握,2025-09-15 21:17:59
S063,57792444,英语,there be句型,已掌握,2025-09-14 15:09:07
S063,57792444,英语,一般现在时,已掌握,2025-09-14 15:09:07
S064,57792444,英语,阅读理解技巧,已掌握,2025-09-15 09:06:24
S064,57792444,英语,there be句型,已掌握,2025-09-15 09:06:24
S061,52618528,物理,力的合成,已掌握,2025-09-20 17:55:16
S061,52618528,物理,速度的计算,已掌握,2025-09-20 17:55:16
S062,52618528,物理,速度的计算,已掌握,2025-09-20 14:00:20
S062,52618528,物理,声音的传播,已掌握,2025-09-20 14:00:20
S062,52618528,物理,力的合成,已掌握,2025-09-20 14:00:20
S063,52618528,物理,声音的传播,已掌握,2025-09-19 19:32:15
S063,52618528,物理,力的合成,已掌握,2025-09-19 19:32:15
S064,52618528,物理,力的合成,已掌握,2025-09-20 19:52:48
S064,52618528,物理,声音的传播,已掌握,2025-09-20 19:52:48
S061,57205070,化学,化学方程式配平,已掌握,2025-09-25 11:43:45
S062,57205070,化学,酸碱盐性质,已掌握,2025-09-25 07:18:08
S063,57205070,化学,化学方程式配平,已掌握,2025-09-25 14:52:33
S063,57205070,化学,酸碱盐性质,已掌握,2025-09-25 14:52:33
S064,57205070,化学,酸碱盐性质,已掌握,2025-09-25 21:26:26
S064,57205070,化学,化学方程式配平,已掌握,2025-09-25 21:26:26
S062,51782098,生物,细胞的结构与功能,已掌握,2025-09-29 20:15:50
S063,51782098,生物,细胞的结构与功能,已掌握,2025-09-29 11:15:19
S063,51782098,生物,光合作用,已掌握,2025-09-29 11:15:19
S064,51782098,生物,光合作用,已掌握,2025-09-29 10:26:22
S064,51782098,生物,细胞的结构与功能,已掌握,2025-09-29 10:26:22
S062,51243124,历史,丝绸之路,已掌握,2025-09-05 12:05:53
S062,51243124,历史,辛亥革命,未掌握,2025-09-05 12:05:53
S064,51243124,历史,辛亥革命,已掌握,2025-09-05 11:20:06
S062,54593313,地理,气候类型,已掌握,2025-09-10 19:03:52
S062,54593313,地理,中国地形特征,已掌握,2025-09-10 19:03:52
S061,4QJRWEgazoLY6kDf,语文,文言文翻译,已掌握,2025-09-18 18:21:27
S061,4QJRWEgazoLY6kDf,语文,记叙文阅读理解,已掌握,2025-09-18 18:21:27
S062,4QJRWEgazoLY6kDf,语文,诗词鉴赏手法,已掌握,2025-09-30 13:29:44
S062,4QJRWEgazoLY6kDf,语文,文言文翻译,已掌握,2025-09-30 13:29:44
S064,4QJRWEgazoLY6kDf,语文,诗词鉴赏手法,已掌握,2025-09-16 10:18:00
S064,4QJRWEgazoLY6kDf,语文,记叙文阅读理解,已掌握,2025-09-16 10:18:00
S064,4QJRWEgazoLY6kDf,语文,字词释义,已掌握,2025-09-16 10:18:00
S061,4QJRWMr66Q1H1hlw,数学,根据集合中元素的个数求参数,已掌握,2025-09-04 14:41:53
S061,4QJRWMr66Q1H1hlw,数学,根据集合相等关系进行计算,已掌握,2025-09-04 14:41:53
S061,4QJRWMr66Q1H1hlw,数学,判断元素能否构成集合,已掌握,2025-09-04 14:41:53
S061,4QJRWMr66Q1H1hlw,数学,判断是否为同一集合,已掌握,2025-09-04 14:41:53
S061,4QJRWMr66Q1H1hlw,数学,根据元素与集合的关系求参数,已掌握,2025-09-04 14:41:53
S061,4QJRWMr66Q1H1hlw,数学,常用数集或数集关系应用,已掌握,2025-09-04 14:41:53
S061,4QJRWMr66Q1H1hlw,数学,利用集合元素的互异性求参数,已掌握,2025-09-04 14:41:53
S061,4QJRWMr66Q1H1hlw,数学,利用集合中元素的性质求集合元素个数,已掌握,2025-09-04 14:41:53
S061,4QJRWMr66Q1H1hlw,数学,集合元素互异性的应用,已掌握,2025-09-04 14:41:53
S061,4QJRWMr66Q1H1hlw,数学,判断元素与集合的关系,已掌握,2025-09-04 14:41:53
S062,4QJRWMr66Q1H1hlw,数学,根据集合中元素的个数求参数,已掌握,2025-09-24 19:36:44
S062,4QJRWMr66Q1H1hlw,数学,根据集合相等关系进行计算,已掌握,2025-09-24 19:36:44
S062,4QJRWMr66Q1H1hlw,数学,判断元素能否构成集合,已掌握,2025-09-24 19:36:44
S062,4QJRWMr66Q1H1hlw,数学,判断是否为同一集合,已掌握,2025-09-24 19:36:44
S062,4QJRWMr66Q1H1hlw,数学,根据元素与集合的关系求参数,已掌握,2025-09-24 19:36:44
S062,4QJRWMr66Q1H1hlw,数学,常用数集或数集关系应用,已掌握,2025-09-24 19:36:44
S062,4QJRWMr66Q1H1hlw,数学,利用集合元素的互异性求参数,已掌握,2025-09-24 19:36:44
S062,4QJRWMr66Q1H1hlw,数学,利用集合中元素的性质求集合元素个数,已掌握,2025-09-24 19:36:44
S062,4QJRWMr66Q1H1hlw,数学,集合元素互异性的应用,未掌握,2025-09-24 19:36:44
S062,4QJRWMr66Q1H1hlw,数学,判断元素与集合的关系,已掌握,2025-09-24 19:36:44
S064,4QJRWMr66Q1H1hlw,数学,根据集合中元素的个数求参数,已掌握,2025-09-21 20:45:46
S064,4QJRWMr66Q1H1hlw,数学,根据集合相等关系进行计算,已掌握,2025-09-21 20:45:46
S064,4QJRWMr66Q1H1hlw,数学,判断元素能否构成集合,已掌握,2025-09-21 20:45:46
S064,4QJRWMr66Q1H1hlw,数学,判断是否为同一集合,已掌握,2025-09-21 20:45:46
S064,4QJRWMr66Q1H1hlw,数学,根据元素与集合的关系求参数,已掌握,2025-09-21 20:45:46
S064,4QJRWMr66Q1H1hlw,数学,常用数集或数集关系应用,已掌握,2025-09-21 20:45:46
S064,4QJRWMr66Q1H1hlw,数学,利用集合元素的互异性求参数,已掌握,2025-09-21 20:45:46
S064,4QJRWMr66Q1H1hlw,数学,利用集合中元素的性质求集合元素个数,已掌握,2025-09-21 20:45:46
S064,4QJRWMr66Q1H1hlw,数学,集合元素互异性的应用,已掌握,2025-09-21 20:45:46
S064,4QJRWMr66Q1H1hlw,数学,判断元素与集合的关系,已掌握,2025-09-21 20:45:46
S061,4QJRWEg0wdaiPol3,英语,词汇辨析,已掌握,2025-09-03 17:19:17
S061,4QJRWEg0wdaiPol3,英语,阅读理解技巧,已掌握,2025-09-03 17:19:17
S063,4QJRWEg0wdaiPol3,英语,一般现在时,已掌握,2025-09-09 10:07:21
S063,4QJRWEg0wdaiPol3,英语,词汇辨析,已掌握,2025-09-09 10:07:21
S064,4QJRWEg0wdaiPol3,英语,阅读理解技巧,已掌握,2025-09-29 15:08:15
S061,4QJRWEfVYygoV1br,物理,已知物体运动情况判断参考系,已掌握,2025-09-18 20:44:09
S061,4QJRWEfVYygoV1br,物理,质点,已掌握,2025-09-18 20:44:09
S061,4QJRWEfVYygoV1br,物理,同一运动在不同参考系中的描述,已掌握,2025-09-18 20:44:09
S061,4QJRWEfVYygoV1br,物理,机械运动,已掌握,2025-09-18 20:44:09
S061,4QJRWEfVYygoV1br,物理,已知参考系判断物体运动情况,已掌握,2025-09-18 20:44:09
S064,4QJRWEfVYygoV1br,物理,已知物体运动情况判断参考系,已掌握,2025-09-30 12:38:32
S064,4QJRWEfVYygoV1br,物理,质点,未掌握,2025-09-30 12:38:32
S064,4QJRWEfVYygoV1br,物理,同一运动在不同参考系中的描述,已掌握,2025-09-30 12:38:32
S064,4QJRWEfVYygoV1br,物理,机械运动,已掌握,2025-09-30 12:38:32
S064,4QJRWEfVYygoV1br,物理,已知参考系判断物体运动情况,已掌握,2025-09-30 12:38:32
S061,HChMkIl6NfBXY0JkO8QW,化学,酸碱盐性质,已掌握,2025-09-18 14:59:44
S061,HChMkIl6NfBXY0JkO8QW,化学,化学方程式配平,已掌握,2025-09-18 14:59:44
S063,HChMkIl6NfBXY0JkO8QW,化学,酸碱盐性质,未掌握,2025-09-24 18:03:58
S061,4QJRWEfW1UXGZqfw,生物,细胞的结构与功能,已掌握,2025-09-16 19:47:21
S061,4QJRWEfW1UXGZqfw,生物,光合作用,已掌握,2025-09-16 19:47:21
S062,4QJRWEfW1UXGZqfw,生物,细胞的结构与功能,已掌握,2025-09-24 19:03:58
S063,4QJRWEfW1UXGZqfw,生物,细胞的结构与功能,已掌握,2025-09-15 14:40:06
S063,4QJRWEfW1UXGZqfw,生物,光合作用,已掌握,2025-09-15 14:40:06
S063,4QJRWEfZcQIv80V4,生物,内环境是外界与细胞进行物质交换的媒介,已掌握,2025-09-06 07:15:50
S063,4QJRWEfZcQIv80V4,生物,内环境的组成及成分,已掌握,2025-09-06 07:15:50
S063,4QJRWEfZcQIv80V4,生物,内环境的理化性质,已掌握,2025-09-06 07:15:50
S061,4QJRWMr6qRVQYnh7,地理,中国地形特征,已掌握,2025-09-12 07:09:31
S062,4QJRWMr6qRVQYnh7,地理,中国地形特征,已掌握,2025-09-24 10:46:15
S062,4QJRWMr6qRVQYnh7,地理,气候类型,已掌握,2025-09-24 10:46:15
S063,4QJRWMr6qRVQYnh7,地理,气候类型,已掌握,2025-09-19 17:04:10
S064,4QJRWMr6qRVQYnh7,地理,中国地形特征,已掌握,2025-09-05 10:18:03
S064,4QJRWMr6qRVQYnh7,地理,气候类型,已掌握,2025-09-05 10:18:03
S068,56279659,数学,一元一次方程的解法,已掌握,2025-09-15 17:39:55
S068,56279659,数学,合并同类项,已掌握,2025-09-15 17:39:55
S065,54327230,语文,记叙文阅读理解,已掌握,2025-09-10 13:42:34
S065,54327230,语文,诗词鉴赏手法,已掌握,2025-09-10 13:42:34
S065,54327230,语文,字词释义,未掌握,2025-09-10 13:42:34
S066,54327230,语文,记叙文阅读理解,已掌握,2025-09-10 16:53:46
S066,54327230,语文,文言文翻译,已掌握,2025-09-10 16:53:46
S066,54327230,语文,诗词鉴赏手法,已掌握,2025-09-10 16:53:46
S068,54327230,语文,字词释义,未掌握,2025-09-10 10:06:19
S065,57617884,英语,阅读理解技巧,已掌握,2025-09-15 15:05:21
S065,57617884,英语,词汇辨析,已掌握,2025-09-15 15:05:21
S065,57617884,英语,一般现在时,已掌握,2025-09-15 15:05:21
S066,57617884,英语,there be句型,已掌握,2025-09-15 17:33:29
S066,57617884,英语,词汇辨析,已掌握,2025-09-15 17:33:29
S066,57617884,英语,阅读理解技巧,已掌握,2025-09-15 17:33:29
S068,57617884,英语,there be句型,已掌握,2025-09-14 12:42:48
S068,57617884,英语,阅读理解技巧,已掌握,2025-09-14 12:42:48
S068,57256005,物理,速度的计算,已掌握,2025-09-19 10:24:47
S068,57256005,物理,声音的传播,已掌握,2025-09-19 10:24:47
S065,57205070,化学,酸碱盐性质,已掌握,2025-09-25 12:09:21
S065,57205070,化学,化学方程式配平,已掌握,2025-09-25 12:09:21
S066,57205070,化学,化学方程式配平,已掌握,2025-09-25 18:05:25
S065,53154190,生物,光合作用,已掌握,2025-09-28 09:07:19
S065,53154190,生物,细胞的结构与功能,已掌握,2025-09-28 09:07:19
S066,57318362,历史,辛亥革命,已掌握,2025-09-05 16:19:29
S066,52616985,地理,气候类型,已掌握,2025-09-10 17:34:59
S066,52616985,地理,中国地形特征,已掌握,2025-09-10 17:34:59
S065,4QJRWEgazoLY6kDf,语文,字词释义,已掌握,2025-09-09 11:26:29
S065,4QJRWEgazoLY6kDf,语文,文言文翻译,已掌握,2025-09-09 11:26:29
S068,4QJRWEgazoLY6kDf,语文,记叙文阅读理解,已掌握,2025-09-17 15:19:40
S068,4QJRWEgazoLY6kDf,语文,文言文翻译,已掌握,2025-09-17 15:19:40
S068,4QJRWEgazoLY6kDf,语文,诗词鉴赏手法,已掌握,2025-09-17 15:19:40
S068,4QJRWMr66Q1H1hlv,数学,合并同类项,已掌握,2025-09-03 17:22:09
S068,4QJRWMr66Q1H1hlv,数学,有理数的运算,已掌握,2025-09-03 17:22:09
S068,4QJRWMr66Q1H1hlv,数学,一元一次方程的解法,已掌握,2025-09-03 17:22:09
S065,4QJRWEg0wdaiPol3,英语,词汇辨析,已掌握,2025-09-05 21:28:44
S065,4QJRWEg0wdaiPol3,英语,一般现在时,已掌握,2025-09-05 21:28:44
S066,4QJRWEg0wdaiPol3,英语,there be句型,已掌握,2025-09-09 12:26:50
S066,4QJRWEg0wdaiPol3,英语,阅读理解技巧,已掌握,2025-09-09 12:26:50
S068,4QJRWEg0wdaiPol3,英语,阅读理解技巧,已掌握,2025-09-08 11:39:27
S068,4QJRWEg0wdaiPol3,英语,一般现在时,未掌握,2025-09-08 11:39:27
S065,4QJRWEfVYygoV1br,物理,已知物体运动情况判断参考系,已掌握,2025-09-19 07:58:19
S065,4QJRWEfVYygoV1br,物理,质点,已掌握,2025-09-19 07:58:19
S065,4QJRWEfVYygoV1br,物理,同一运动在不同参考系中的描述,已掌握,2025-09-19 07:58:19
S065,4QJRWEfVYygoV1br,物理,机械运动,已掌握,2025-09-19 07:58:19
S065,4QJRWEfVYygoV1br,物理,已知参考系判断物体运动情况,已掌握,2025-09-19 07:58:19
S066,4QJRWEfVYygoV1br,物理,已知物体运动情况判断参考系,已掌握,2025-09-24 20:17:25
S066,4QJRWEfVYygoV1br,物理,质点,已掌握,2025-09-24 20:17:25
S066,4QJRWEfVYygoV1br,物理,同一运动在不同参考系中的描述,已掌握,2025-09-24 20:17:25
S066,4QJRWEfVYygoV1br,物理,机械运动,已掌握,2025-09-24 20:17:25
S066,4QJRWEfVYygoV1br,物理,已知参考系判断物体运动情况,已掌握,2025-09-24 20:17:25
S068,4QJRWEfVYygoV1br,物理,已知物体运动情况判断参考系,已掌握,2025-09-29 17:37:38
S068,4QJRWEfVYygoV1br,物理,质点,已掌握,2025-09-29 17:37:38
S068,4QJRWEfVYygoV1br,物理,同一运动在不同参考系中的描述,已掌握,2025-09-29 17:37:38
S068,4QJRWEfVYygoV1br,物理,机械运动,已掌握,2025-09-29 17:37:38
S068,4QJRWEfVYygoV1br,物理,已知参考系判断物体运动情况,已掌握,2025-09-29 17:37:38
S065,HChMkIl6NfBXY0JkO8QW,化学,化学方程式配平,已掌握,2025-09-17 07:40:40
S065,HChMkIl6NfBXY0JkO8QW,化学,酸碱盐性质,未掌握,2025-09-17 07:40:40
S066,HChMkIl6NfBXY0JkO8QW,化学,化学方程式配平,已掌握,2025-09-05 16:09:52
S066,HChMkIl6NfBXY0JkO8QW,化学,酸碱盐性质,已掌握,2025-09-05 16:09:52
S065,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,已掌握,2025-09-30 14:30:07
S065,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-30 14:30:07
S065,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,未掌握,2025-09-30 14:30:07
S065,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-30 14:30:07
S068,4QJRWEfW1UXGZqfv,生物,细胞学说及其建立过程,已掌握,2025-09-23 18:08:00
S068,4QJRWEfW1UXGZqfv,生物,细胞是基本的生命系统,已掌握,2025-09-23 18:08:00
S068,4QJRWEfW1UXGZqfv,生物,病毒结构、分类和增殖,已掌握,2025-09-23 18:08:00
S068,4QJRWEfW1UXGZqfv,生物,生命活动与细胞的关系,已掌握,2025-09-23 18:08:00
S065,4QJRWMr66Q1H1hlw,数学,根据集合中元素的个数求参数,已掌握,2025-09-16 21:58:29
S065,4QJRWMr66Q1H1hlw,数学,根据集合相等关系进行计算,已掌握,2025-09-16 21:58:29
S065,4QJRWMr66Q1H1hlw,数学,判断元素能否构成集合,已掌握,2025-09-16 21:58:29
S065,4QJRWMr66Q1H1hlw,数学,判断是否为同一集合,已掌握,2025-09-16 21:58:29
S065,4QJRWMr66Q1H1hlw,数学,根据元素与集合的关系求参数,已掌握,2025-09-16 21:58:29
S065,4QJRWMr66Q1H1hlw,数学,常用数集或数集关系应用,已掌握,2025-09-16 21:58:29
S065,4QJRWMr66Q1H1hlw,数学,利用集合元素的互异性求参数,已掌握,2025-09-16 21:58:29
S065,4QJRWMr66Q1H1hlw,数学,利用集合中元素的性质求集合元素个数,已掌握,2025-09-16 21:58:29
S065,4QJRWMr66Q1H1hlw,数学,集合元素互异性的应用,已掌握,2025-09-16 21:58:29
S065,4QJRWMr66Q1H1hlw,数学,判断元素与集合的关系,已掌握,2025-09-16 21:58:29
S068,4QJRWMr66Q1H1hlw,数学,根据集合中元素的个数求参数,已掌握,2025-09-27 15:52:15
S068,4QJRWMr66Q1H1hlw,数学,根据集合相等关系进行计算,已掌握,2025-09-27 15:52:15
S068,4QJRWMr66Q1H1hlw,数学,判断元素能否构成集合,已掌握,2025-09-27 15:52:15
S068,4QJRWMr66Q1H1hlw,数学,判断是否为同一集合,已掌握,2025-09-27 15:52:15
S068,4QJRWMr66Q1H1hlw,数学,根据元素与集合的关系求参数,已掌握,2025-09-27 15:52:15
S068,4QJRWMr66Q1H1hlw,数学,常用数集或数集关系应用,已掌握,2025-09-27 15:52:15
S068,4QJRWMr66Q1H1hlw,数学,利用集合元素的互异性求参数,已掌握,2025-09-27 15:52:15
S068,4QJRWMr66Q1H1hlw,数学,利用集合中元素的性质求集合元素个数,已掌握,2025-09-27 15:52:15
S068,4QJRWMr66Q1H1hlw,数学,集合元素互异性的应用,已掌握,2025-09-27 15:52:15
S068,4QJRWMr66Q1H1hlw,数学,判断元素与集合的关系,已掌握,2025-09-27 15:52:15
S065,4QJRWMr6qRVQYnh7,地理,中国地形特征,未掌握,2025-09-27 09:14:49
S065,4QJRWMr6qRVQYnh7,地理,气候类型,已掌握,2025-09-27 09:14:49
S066,4QJRWMr6qRVQYnh7,地理,中国地形特征,未掌握,2025-09-03 10:10:22
S066,4QJRWMr6qRVQYnh7,地理,气候类型,已掌握,2025-09-03 10:10:22
S068,4QJRWMr6qRVQYnh7,地理,气候类型,未掌握,2025-09-24 11:34:33
S068,4QJRWMr6qRVQYnh7,地理,中国地形特征,已掌握,2025-09-24 11:34:33
S069,57282442,数学,绝对值,已掌握,2025-09-15 08:15:13
S069,57282442,数学,有理数的运算,已掌握,2025-09-15 08:15:13
S071,57282442,数学,绝对值,已掌握,2025-09-15 13:07:01
S071,57282442,数学,合并同类项,已掌握,2025-09-15 13:07:01
S069,57880201,语文,诗词鉴赏手法,已掌握,2025-09-10 11:12:17
S069,57880201,语文,字词释义,已掌握,2025-09-10 11:12:17
S069,57880201,语文,记叙文阅读理解,已掌握,2025-09-10 11:12:17
S069,57880201,语文,文言文翻译,已掌握,2025-09-10 11:12:17
S071,57880201,语文,字词释义,已掌握,2025-09-10 19:18:31
S071,57880201,语文,诗词鉴赏手法,已掌握,2025-09-10 19:18:31
S071,57880201,语文,文言文翻译,已掌握,2025-09-10 19:18:31
S071,57880201,语文,记叙文阅读理解,已掌握,2025-09-10 19:18:31
S070,34876521,英语,一般现在时,已掌握,2025-09-14 19:55:02
S070,4QJRWEgazpntqibL,语文,记叙文阅读理解,已掌握,2025-09-30 07:27:54
S070,4QJRWEgazpntqibL,语文,文言文翻译,已掌握,2025-09-30 07:27:54
