student_id,paper_id,paper_name,subject,scene,is_submit,submit_time,total_questions,wrong_count,wrong_question_ids,correct_rate
S090,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/14 16:36,5,1,10985681,0.8
S091,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/8 20:04,5,2,"10985578,10985678",0.6
S088,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/30 21:21,4,2,"10926293,10926299",0.5
S089,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/18 20:48,4,0,null,1.0
S090,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/9 17:20,4,1,10926363,0.75
S091,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/28 17:00,4,1,10926293,0.75
S088,4QJRWEfVYygoV1br,1. 质点　参考系,科学,同步学在线练,已交卷,2025/9/16 14:17,5,1,10926087,0.8
S089,4QJRWEfVYygoV1br,1. 质点　参考系,科学,同步学在线练,已交卷,2025/9/22 11:57,5,2,"10925995,10926066",0.6
S091,4QJRWEfVYygoV1br,1. 质点　参考系,科学,同步学在线练,已交卷,2025/9/11 17:56,5,1,10925968,0.8
S088,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/21 13:53,5,1,10927641,0.8
S089,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/30 21:48,5,2,"10927457,10927641",0.6
S090,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,未交卷,2025/9/23 16:15,5,0,null,0
S091,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,未交卷,2025/9/18 10:20,5,0,null,0
S092,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/6 7:21,5,2,"10927671,10927693",0.6
S093,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,未交卷,2025/9/21 19:44,5,0,null,0
S094,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/9 11:52,5,1,10927693,0.8
S094,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,未交卷,2025/9/9 14:07,5,0,null,0
S092,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/8 12:37,10,3,"10928574,10928715,10928788",0.7
S093,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/18 16:16,10,4,"10928634,10928699,10928743,10928808",0.6
S094,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/30 13:47,10,4,"10928574,10928644,10928743,10928788",0.6
S092,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/29 21:45,5,2,"10927098,10927159",0.6
S092,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,未交卷,2025/9/29 18:53,5,0,null,0
S093,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/23 12:16,5,2,"10927137,10927159",0.6
S094,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/10 21:24,5,0,null,1.0
S092,4QJRWEfVYygoV1br,1. 质点　参考系,物理,同步学在线练,已交卷,2025/9/30 13:42,5,2,"10925968,10925995",0.6
S093,4QJRWEfVYygoV1br,1. 质点　参考系,物理,同步学在线练,已交卷,2025/9/18 15:04,5,1,10925995,0.8
S094,4QJRWEfVYygoV1br,1. 质点　参考系,物理,同步学在线练,已交卷,2025/9/23 13:10,5,2,"10925995,10926087",0.6
S092,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,历史,同步学在线练,已交卷,2025/9/6 10:35,4,1,10926299,0.75
S092,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,历史,同步学在线练,未交卷,2025/9/6 10:24,4,0,null,0
S093,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,历史,同步学在线练,已交卷,2025/9/20 9:20,4,2,"10926293,10926363",0.5
S094,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,历史,同步学在线练,已交卷,2025/9/2 10:25,4,1,10926339,0.75
S093,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/18 16:59,5,2,"10985632,10985681",0.6
S094,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,未交卷,2025/9/3 12:19,5,0,null,0
S092,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,生物,同步学在线练,未交卷,2025/9/8 16:10,4,0,null,0
S093,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/20 13:28,4,1,10926227,0.75
S094,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/30 19:34,4,2,"10926174,10926258",0.5
S092,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/23 12:17,5,2,"10927892,10927959",0.6
S093,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/18 18:48,5,2,"10927921,10927959",0.6
S094,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/15 16:27,5,1,10927906,0.8
S097,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/27 12:24,5,2,"10927850,10927892",0.6
S098,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/10 15:32,5,1,10927892,0.8
S099,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/17 19:05,5,2,"10927850,10927959",0.6
S097,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/9 7:42,10,4,"10928358,10928386,10928420,10928488",0.6
S098,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/8 19:43,10,3,"10927981,10928235,10928386",0.7
S099,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/25 16:45,10,2,"10928291,10928306",0.8
S098,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/9 8:52,5,3,"10927052,10927137,10927305",0.4
S099,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/18 8:28,5,2,"10927052,10927305",0.6
S097,4QJRWEfVYygoV1br,1. 质点　参考系,物理,同步学在线练,已交卷,2025/9/9 7:35,5,1,10926166,0.8
S097,4QJRWEfVYygoV1br,1. 质点　参考系,物理,同步学在线练,未交卷,2025/9/10 10:26,5,0,null,0
S098,4QJRWEfVYygoV1br,1. 质点　参考系,物理,同步学在线练,已交卷,2025/9/14 17:15,5,1,10925968,0.8
S097,HChMkIl6NfBXY0JkO8QW,氧化还原反应,化学,升学备考-精准练题组在线练,已交卷,2025/9/23 9:43,5,1,10985539,0.8
S098,HChMkIl6NfBXY0JkO8QW,氧化还原反应,化学,升学备考-精准练题组在线练,已交卷,2025/9/6 11:19,5,0,null,1.0
S099,HChMkIl6NfBXY0JkO8QW,氧化还原反应,化学,升学备考-精准练题组在线练,已交卷,2025/9/9 7:45,5,1,10985513,0.8
S097,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,历史,同步学在线练,已交卷,2025/9/3 7:50,6,3,"10926961,10926967,10926980",0.5
S098,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,历史,同步学在线练,已交卷,2025/9/10 12:45,6,3,"10926967,10926969,10927040",0.5
S099,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,历史,同步学在线练,已交卷,2025/9/11 17:01,6,2,"10926961,10927040",0.6667
S097,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/16 9:51,5,2,"10985578,10985632",0.6
S098,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,未交卷,2025/9/11 7:04,5,0,null,0
S099,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,未交卷,2025/9/15 20:29,5,0,null,0
S097,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/29 14:31,5,2,"10927693,10985724",0.6
S097,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,未交卷,2025/9/30 16:10,5,0,null,0
S098,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/30 9:01,5,0,null,1.0
S098,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,未交卷,2025/9/30 14:54,5,0,null,0
S099,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/26 17:44,5,2,"10927671,10927826",0.6
S001,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/4 17:29,5,1,10927906,0.8
S001,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/2 11:53,5,1,10927826,0.8
S001,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/18 18:31,5,1,10927906,0.8
S001,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/4 15:52,10,4,"10928574,10928715,10928788,10928808",0.6
S001,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/2 21:55,10,3,"10927981,10928306,10928531",0.7
S001,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/6 16:06,5,2,"10927098,10927159",0.6
S001,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/6 16:06,5,2,"10927052,10927159",0.6
S001,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/6 16:06,5,2,"10927052,10927137",0.6
S001,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,历史,同步学在线练,已交卷,2025/9/9 10:42,5,2,"10926784,10926792",0.6
S001,4QJRWEgazoLY6kDf,1 春夏秋冬,历史,同步学在线练,已交卷,2025/9/12 12:13,5,1,10927621,0.8
S001,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,历史,同步学在线练,未交卷,2025/9/2 12:26,4,0,null,0
S001,4QJRWEg0wdaiPol3,Topic Talk,历史,同步学在线练,已交卷,2025/9/6 16:06,5,1,10927137,0.8
S001,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,历史,同步学在线练,已交卷,2025/9/9 10:42,5,2,"10926784,10926830",0.6
S001,4QJRWEgazpntqibL,2 姓氏歌,历史,同步学在线练,已交卷,2025/9/4 17:29,5,2,"10927892,10927906",0.6
S001,4QJRWEfX8zNJw6Pv,2. 光电效应,历史,同步学在线练,未交卷,2025/9/8 21:51,10,0,null,0
S001,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,历史,同步学在线练,已交卷,2025/9/15 9:13,4,2,"10926174,10926258",0.5
S001,4QJRWEfW1UXGZqfv,知识点薄弱再练:细胞是基本的生命系统,历史,同步学薄弱再练,已交卷,2025/9/29 12:48,4,1,10926174,0.75
S001,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/16 15:24,5,1,10985681,0.8
S001,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,生物,同步学在线练,已交卷,2025/9/9 10:42,5,2,"10926792,10926830",0.6
S001,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,生物,同步学在线练,已交卷,2025/9/30 21:40,6,2,"10926961,10926980",0.6667
S001,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,生物,同步学在线练,已交卷,2025/9/30 21:40,6,2,"10926961,10926969",0.6667
S001,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,生物,同步学在线练,已交卷,2025/9/30 21:40,6,1,10926980,0.8333
S001,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/16 8:11,4,1,10926339,0.75
S001,4QJRWEgazpntqibL,2 姓氏歌,科学,同步学在线练,未交卷,2025/9/4 17:29,5,0,null,0
S001,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,科学,同步学在线练,已交卷,2025/9/2 12:26,4,1,10926339,0.75
S001,4QJRWMr6qRVQYnh7,地球在宇宙中的位置,科学,同步学在线练,已交卷,2025/9/4 17:12,9,3,"10929027,10929051,10929350",0.6667
S001,4QJRWMr6qRVQYnh7,地球在宇宙中的位置,科学,同步学在线练,已交卷,2025/9/4 17:12,9,3,"10929032,10929051,10929107",0.6667
S001,4QJRWMr6qRVQYnh7,地球在宇宙中的位置,科学,同步学在线练,未交卷,2025/9/4 18:35,9,0,null,0
S001,4QJRWEfW1UXGZqfv,知识点薄弱再练:细胞是基本的生命系统,科学,同步学薄弱再练,已交卷,2025/9/29 12:48,4,1,10926258,0.75
S002,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,未交卷,2025/9/23 17:37,5,0,null,0
S002,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/19 17:27,5,1,10927641,0.8
S002,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/23 11:34,10,5,"10928574,10928644,10928743,10928788,10928808",0.5
S002,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,未交卷,2025/9/23 11:34,10,0,null,0
S002,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/8 7:30,10,5,"10927981,10928218,10928235,10928291,10928386",0.5
S002,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/8 7:30,10,5,"10927981,10928218,10928235,10928306,10928358",0.5
S002,HChMkIgzL4HNTpIE0RCV,利用函数性质比较大小,数学,升学备考-精准练题组在线练,已交卷,2025/9/23 11:01,5,2,"10984856,10984912",0.6
S002,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/28 16:58,10,4,"10928574,10928634,10928743,10928808",0.6
S002,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,未交卷,2025/9/25 8:48,5,0,null,0
S002,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/25 8:48,5,1,10927098,0.8
S002,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,未交卷,2025/9/25 8:48,5,0,null,0
S002,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/25 8:48,5,1,10927098,0.8
S002,HChMkIi5r8qg61pOeqIx,单项选择,英语,升学备考-精准练题组在线练,未交卷,2025/9/16 16:37,10,0,null,0
S002,4QJRWMr66Q1H1hlv,1.1 集合的概念,历史,同步学在线练,已交卷,2025/9/8 7:30,10,1,10928386,0.9
S002,4QJRWEg0wdaiPol3,Topic Talk,历史,同步学在线练,已交卷,2025/9/25 8:48,5,1,10927159,0.8
S002,4QJRWMr6qRVQYnh7,地球在宇宙中的位置,历史,同步学在线练,已交卷,2025/9/10 21:51,9,2,"10929051,10929122",0.7778
S002,4QJRWMr66Q1H1hlv,1.1 集合的概念,历史,同步学在线练,已交卷,2025/9/8 7:30,10,1,10928291,0.9
S002,4QJRWEgazpYYKfKh,3 小青蛙,历史,同步学在线练,已交卷,2025/9/23 17:37,5,0,null,1.0
S002,4QJRWEfW1UXGZqfv,知识点薄弱再练:细胞是基本的生命系统,历史,同步学薄弱再练,已交卷,2025/9/29 11:11,4,0,null,1.0
S002,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/16 7:33,5,0,null,1.0
S002,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/16 7:33,5,1,10985598,0.8
S002,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/27 8:46,5,0,null,1.0
S002,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,未交卷,2025/9/28 11:59,5,0,null,0
S002,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/15 14:49,4,1,10926174,0.75
S002,4QJRWEfX8zNJw6Pv,2. 光电效应,科学,同步学在线练,已交卷,2025/9/11 18:45,10,5,"10926373,10926442,10926476,10926549,10926706",0.5
S002,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,科学,同步学在线练,已交卷,2025/9/16 21:21,6,3,"10926961,10926967,10926969",0.5
S002,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,科学,同步学在线练,未交卷,2025/9/21 10:51,4,0,null,0
S003,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/29 14:56,5,2,"10927850,10927921",0.6
S003,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/29 14:56,5,2,"10927850,10927906",0.6
S003,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/23 11:23,5,2,"10927921,10927959",0.6
S003,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/24 14:41,5,2,"10927850,10927892",0.6
S003,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/14 16:07,10,2,"10928358,10928531",0.8
S003,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/30 13:09,5,1,10927305,0.8
S003,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/30 13:09,5,0,null,1.0
S003,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/30 13:09,5,0,null,1.0
S003,4QJRWEg0wdaiPol3,Topic Talk,历史,同步学在线练,已交卷,2025/9/30 13:09,5,1,10927137,0.8
S003,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,历史,同步学在线练,已交卷,2025/9/15 11:44,4,1,10926258,0.75
S003,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,历史,同步学在线练,未交卷,2025/9/17 7:39,4,0,null,0
S003,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/8 19:11,5,2,"10985598,10985678",0.6
S003,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/8 19:11,5,3,"10985598,10985632,10985678",0.4
S003,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/8 19:11,5,3,"10985578,10985632,10985678",0.4
S003,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/23 14:15,5,2,"10985632,10985678",0.6
S003,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/15 11:44,4,1,10926243,0.75
S003,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,生物,同步学在线练,已交卷,2025/9/4 12:53,5,2,"10926748,10926836",0.6
S003,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,生物,同步学在线练,已交卷,2025/9/13 9:48,6,2,"10926961,10927040",0.6667
S003,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,生物,同步学在线练,未交卷,2025/9/3 13:55,4,0,null,0
S003,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/3 13:55,4,1,10926299,0.75
S003,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,生物,同步学在线练,已交卷,2025/9/13 9:48,6,2,"10926967,10927037",0.6667
S003,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,生物,同步学在线练,未交卷,2025/9/15 19:12,6,0,null,0
S003,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/15 11:44,4,2,"10926174,10926227",0.5
S003,4QJRWEfZcQIv80V4,第1节 细胞生活的环境,生物,同步学在线练,已交卷,2025/9/13 9:48,6,2,"10926969,10926980",0.6667
S003,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/3 13:55,4,1,10926363,0.75
S003,4QJRWEfZYbcbSQwN,第2节（二）微生物的选择培养与计数,生物,同步学在线练,已交卷,2025/9/18 19:00,5,1,10926792,0.8
S003,4QJRWEgazpntqibL,2 姓氏歌,科学,同步学在线练,已交卷,2025/9/29 14:56,5,2,"10927850,10927959",0.6
S003,4QJRWEgazpntqibL,2 姓氏歌,科学,同步学在线练,未交卷,2025/9/30 12:12,5,0,null,0
S003,4QJRWMr66Q1H1hlw,1.1 集合的概念,科学,同步学在线练,未交卷,2025/9/28 19:37,10,0,null,0
S004,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,未交卷,2025/9/7 19:57,5,0,null,0
S004,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/21 12:50,10,1,10928743,0.9
S004,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/21 12:50,10,0,null,1.0
S004,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/14 7:12,10,0,null,1.0
S004,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,未交卷,2025/9/21 12:50,10,0,null,0
S004,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/21 12:50,10,1,10928770,0.9
S004,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/21 12:50,10,1,10928574,0.9
S004,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,未交卷,2025/9/22 15:18,10,0,null,0
S004,4QJRWMr66Q1H1hlv,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/14 7:12,10,0,null,1.0
S004,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/21 12:50,10,1,10928788,0.9
S004,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/21 12:50,10,0,null,1.0
S004,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/21 12:50,10,1,10928715,0.9
S004,HChMkIgzL4HNTpIE0RCV,利用函数性质比较大小,数学,升学备考-精准练题组在线练,已交卷,2025/9/15 15:20,5,0,null,1.0
S004,4QJRWMr66Q1H1hlw,1.1 集合的概念,数学,同步学在线练,已交卷,2025/9/30 11:37,10,1,10928827,0.9
S004,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/16 19:37,5,1,10927137,0.8
S004,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,未交卷,2025/9/16 19:37,5,0,null,0
S004,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,未交卷,2025/9/16 19:37,5,0,null,0
S004,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/16 19:37,5,2,"10927159,10927305",0.6
S004,4QJRWEg0wdaiPol3,Topic Talk,英语,同步学在线练,已交卷,2025/9/16 19:37,5,1,10927137,0.8
S004,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,历史,同步学在线练,未交卷,2025/9/27 8:04,4,0,null,0
S004,HChMkIo89n1AcIqjzdNo,生产资料所有制与经济体制,道德与法治,升学备考-精准练题组在线练,已交卷,2025/9/5 14:57,5,1,10985578,0.8
S004,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/16 8:10,4,1,10926339,0.75
S004,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/16 8:10,4,0,null,1.0
S004,4QJRWEfW1UXGZqfw,第1节 细胞是生命活动的基本单位,生物,同步学在线练,未交卷,2025/9/16 21:59,4,0,null,0
S004,4QJRWEfW1UXGZqfv,第1节 细胞是生命活动的基本单位,生物,同步学在线练,已交卷,2025/9/27 8:04,4,0,null,1.0
S004,4QJRWEgazpntqibL,2 姓氏歌,科学,同步学在线练,已交卷,2025/9/4 10:00,5,1,10927959,0.8
S004,4QJRWEgazpntqibL,2 姓氏歌,科学,同步学在线练,未交卷,2025/9/4 10:00,5,0,null,0
S004,4QJRWEgazpntqibL,2 姓氏歌,科学,同步学在线练,已交卷,2025/9/4 10:00,5,1,10927850,0.8
S004,4QJRWMr66Q1H1hlv,1.1 集合的概念,科学,同步学在线练,已交卷,2025/9/14 7:12,10,2,"10928386,10928488",0.8
S004,4QJRWEfW1UXGZqfv,知识点薄弱再练:细胞是基本的生命系统,科学,同步学薄弱再练,已交卷,2025/9/18 18:21,4,1,10926243,0.75
S005,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,未交卷,2025/9/27 16:27,5,0,null,0
S005,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/27 9:10,5,3,"10927561,10927621,10927641",0.4
S005,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/29 21:13,5,2,"10927892,10927959",0.6
S005,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/27 9:10,5,2,"10927457,10927599",0.6
S005,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/27 9:10,5,3,"10927457,10927561,10927599",0.4
S005,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/27 16:27,5,2,"10927671,10927826",0.6
S005,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/27 16:27,5,2,"10927693,10927769",0.6
S005,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/29 21:13,5,2,"10927850,10927906",0.6
S005,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/27 9:10,5,2,"10927457,10927621",0.6
S005,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,未交卷,2025/9/27 19:59,5,0,null,0
S005,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/29 21:13,5,3,"10927850,10927906,10927959",0.4
S005,4QJRWEgazpYYKfKh,3 小青蛙,语文,同步学在线练,已交卷,2025/9/27 16:27,5,2,"10927671,10985724",0.6
S005,4QJRWEgazpntqibL,2 姓氏歌,语文,同步学在线练,已交卷,2025/9/29 21:13,5,2,"10927850,10927906",0.6
S005,4QJRWEgazoLY6kDf,1 春夏秋冬,语文,同步学在线练,已交卷,2025/9/27 9:10,5,2,"10927561,10927599",0.6
